isi_tweet,label
kata temenku yg juga dosen bilang anak sekarang tuh jarang yang mau cari sumber aslinya kebanyakan ngandelin dari google chatgpt sama gemini sehingga pemahamannya kurang bukannya g boleh tapi ya paling nggak carilah pustaka aslinya dibaca dan dipahami g plek ketiplek,-1.0
saking bingungnya sama ppt dosen aku jd minta chatgpt buat ngejelasin pake bahasa bayi dan berhasil aku jadi paham,1.0
dosen gue a tech bro pernah cerita kalo beliau pernah bandingin jawaban deepseek sama chatgpt free dan beliau prefer deepseek karena beliau pinter gue pun rada percaya dan barusan nyoba nanyain list pertanyaan untuk wawancara mendalam mnurut gue chatgpt lebih bagus sih,1.0
jadi aku kan minta chatgpt nge-roasting draft aku terus sekarang aku kena mental thx btw roastingannya lebih berisi dibanding insight yg aku dapet dari dosen,1.0
ketahuan dosen pake chatgpt awkwkwkkw,-1.0
mau ngechat dosen pembimbing yg gk pernah w chat bertahun-tahun w nanya chatgpt dulu,1.0
si tolol ini lagi share screen connected papers depan dosen taunya yang muncul di screen chatgpt,-1.0
inggris bagus cuma gara gara beruntung dapet dibelakang gue gue tutupin dari dosen lu nyontek ke chatgpt dsr gendut sok iye,-1.0
njir dosen gw ngajarin chatgpt pura ga tau aja la,1.0
prof stella ngomongin soal chat gpt dan aku setuju banget makanya kalo aku jarang pake ya bukan karena gatau tapi karena merasa aku butuh mengasah kemampuanku x aga diejek dosen karena ga pake chatgpt kesannya punya hp bagus ga dimanfaatkan pakek lah chat gpt,1.0
dosbing bapak dosen dosbing chatgpt lov lov lov bgt deh udh bantu saya memahami interpretasi hasil data regresi linier berganda rasanya mau cantumin namanya di kata pengantar,1.0
kapan lagi dosen terangan nyuruh pake chatgpt,1.0
hal lucu hari ini aku edit di chatgpt trus dijual kalo ketemu dosen gua digetak anjir,-1.0
ada pemilihan ketua alumni alumni lain tanya goals ketua alumni apa disuruh chatgpt aja yg nyuruh jg dosen buset kata gue teh,-1.0
jujurly ini saya kuliah s lagi ditemenin chatgpt ibu bapa dosen,1.0
dosen apaan yang mengandalkan chatgpt,-1.0
gue bingung banget sama orang yang nyari tau case study itu apa aja masih lewat chatgpt ini dosen loh anjir you shouldve done better ada google buku referensi banyak kenapa harus pakai ai,-1.0
kok org berani bgt sih pas bimbingan bab ditanyain dosen sumberny dpt darimana mlah ngomong chatgpt blok-goblok untung santai dosen e,-1.0
dan ngomong ngomong tentang mencantumkan sumber dosen gua ngomong begini masa bisa pake chatgpt tapi ga tau caranya nyari jurnal di google scholar wkwkwkwk taik ngakak bgt,-1.0
day ketauan dosen pake chatgpt ngentot pke di blg hrs kl ngerjain ya kalian ngerti brengski,-1.0
dosen ps dan mutki gw yg sbnrnya adalah chatgpt karna ya sebagian teks hilang ytta,1.0
dibantai dosen pas sidang ternyata gaada apa-apanya sama dibantai chatgpt akibat serampangan tanya chatgpt dan suruh dia nilai skripsiku,1.0
lebih paham dijelasin chatgpt daripada dijelasin dosen,1.0
asik juga yaa punya dosen yang gak anti sama ai tiap minggu beneran malah dikasih tau how to use ai as a tool ini makin sering gue pake chatgpt gue makin pinter tiap nanya juga gak asbun selalu munculin sumbernya biar valid wkwkw,1.0
hidup gua klo tiap mau bales chat orng penting macam dosen dll habis ketik lgsung bolak balik chatgpt anjay kwoakwokwok mana chat kyk sama bestie lg,1.0
woi ngakak bgtt dosen gue blg skrg chatgpt lebih akurat daripada google jd kalo bingung dan gaada professional help suruh tanya ke chatgpt aja,1.0
sujud syukur hari ini uts satu matkul dosen nya ga ngawas open hp dan chatgpt sekelas,1.0
gokil chatgpt ini dosen versi gercep,1.0
dosen ku baik boleh chatgpt,1.0
dosen kimia ku gjls bgt buat ebook sumber chatgpt tapi harus ada daftar pustaka apasihh wkwkwkkw,-1.0
kenapa chatgpt ga jadi dosen kita aja si beliau ini bisa membantu kita kapapun dan dimanapun,1.0
yuji aku tipe belajar yang praktek jadi kalo dosen ngejelasin panjang dari ppt tapi kebanyakan teori itu aku jadi pusing sendiri ada tips biar belajarnya enak ga kadang suka belajar sama chatgpt juga tapi dosennya tuh gamau semua dari chatgpt aku jadi ngerasa tertekan,-1.0
siwkwiak bs bs nya ya gue lbih ngerti penjelasan chatgpt drpd dosen w,1.0
oh mgkn krg literasi byk yg ngira kl dosen di ptn itu bukan pns ya uda dosen aja gitu kayak dokter dokter dan dosen itu ada yg pns dosen di kampus negeri yo pns dokter di rsud puskesmas itu ya pns adu main chatgpt deh kl malas baca,1.0
debat sama temen karena soal ekonomi gue ngikutin rumus dari dosen dia pakai chatgpt,-1.0
ada teman kuliah ak yang s-nya sama dari u gm tapi angkatan senior banget beda tahun dari ak trus udah s juga di uwiw dan skrg ambil s lagi bareng sama ak tapi hampir setiap dosen tanya si teman ini langsung buka chatgpt zuzur ak kecewa bgt,-1.0
gw ngerjain kerjaan pake chatgpt krn udh buntu merasa bersalah dosen satu tim project gw ini saya tanya chatgpt dulu ya miya gw gw,1.0
belum bobok dan nugas di jam pagi hari sabtu ini sambil bimbingan dengan dosen pembimbing yg keren itu chatgpt dan gemini,1.0
dosen komunikasi tapi ngasih catatan revisi pake chatgpt,-1.0
kadang lebih paham materi yg dikasih chatgpt daripada ppt dosen gatau knp tp kdg bbrpa ppt dosen penulisannya gk tepat even spok dan tanda bacanya pun susah dipahami ini mksutnya mau kemana bahas apaan manfaat kah proses kah tujuan kah jenis kah,1.0
ucapan terima kasih pertama yg ada di kata pengantar tuh harusnya bukan keluarga atau dosen tp chatgpt,1.0
lagi-lagi kepikiran ai gara-gara liat video dosen marah-marah ke maba krn pakai chatgpt instead of blackbox apa gitu katanya nanti kalian akan jd karyawan mcd kalo kyk gitu terus nemu komen video ini ai oh people really begin to distrust anything they saw online,-1.0
dosen mana lagi yang ngajarin penggunaam chatgpt biar cheatnya ga keliatan sama kiat kiat meng-hire joki dengan baik dan benar untuk skripsian,-1.0
yuk kalkulus yuk chatgpt ku limit jd gbs translate ppt dosen neuroscience,-1.0
kenapa gw lebih paham pas dijelasin sama chatgpt daripada sama dosen,1.0
capek-capek kuliah bayar mahal pas dateng cuma nontonin presentasi amburadul org lain hasil chatgpt ini dosen-dosen gk bisa bikin bahan ajar kah,-1.0
ini aing ngeliatin dosen live di tiktok bikin artikel pake chatgpt kok kek mudah banget ya anj,1.0
bagaimana perasaan kalian pas udah begadang buat ngerjain ppt tapi paginya dosennya becandain kita chatgpt ada gilanya tuh dosen belum juga u official jadi dosen ibu,-1.0
akan selalu gua mampusin orang yang ketahuan sama dosen ngerjain tugasnye pake chatgpt,-1.0
latihan ujian sempro sama chatgpt dan i realized im cooked banyak banget celah dari latbel gua yang bisa dibantai ma dosen penguji,1.0
diuji oleh dosen pembimbing divalidasi oleh chatgpt jadi sebenernya dosbing dosji dan chatgpt dosbing,1.0
dosen gue kl kesulitan testnya boleh buka chatgpt tau aje kita suka puyeng ngitung rumus rangkaian listrik yg ga ditanyain di akhirat itu,1.0
tadi dosen jelasin sesuatu tapi aku gak mudeng trus aku nanyatrus dosennya jelasin lagi tapi aku masih ga mudeng jadi aku buka chatgpt dan minta dijelasin dengan sederhana trus aku jadi ngerti makasih chatgpt,1.0
masalah utama chatgpt sering dipakai jadi mesin jawaban instan bikin mahasiswa skip critical thinking openai sadar penggunaan seperti ini bisa hindering learning,-1.0
kata gue mah ya mending ga usah kuliah dah percuma bayar kuliah kalau diminta nulis chatgpt gue masih idealis bahwa mahasiswa jenjang s wajib hukumnya diajarin critical thinking dan problem solving karena itu pondasi ilmu argh jangan bikin anak orang jadi bego,-1.0
tapi takut dikira pake ai walaupun ada kali dibantuin sama ai but thnk you chatgpt tag curhatan mahasiswa tingkat akhir di ujung tanduk aka semester ini do kl gak sidang aka semester hehehehe,-1.0
tp yg paling ngakak sih dateng dari mulut pendeta yg katanya mahasiswa ipk terbaik dia bilang alkitab lebih dahsyat daripada sains mungkin maksud dia konteks saintifik idk ga jelas lu bego dapet nilai bagus pake chatgpt ya,-1.0
open book even open chatgpt during examination session is wild for me i want a pure score from my brain thats why i never open my book walaupun dijinkan yap ga semua mengizinkan tapi mreka semua sembunyi di balik selimut karna takut mahasiswa ga lulus,-1.0
udah mahasiswa masih aje nanya chatgpt,-1.0
freelance alert pad dibuka lowongan personal research assistant remote buat kamu mahasiswa yang minat riset sosial butuh kerja fleksibel paid jamminggu full online akses chatgpt plus gratis informasi selengkapnya bisa langsung chat user raka jul,1.0
cih mahasiswa jaman sekarang apa serba chatgpt,-1.0
bangang ni jadi mahasiswa guna template chatgpt utk buat assignment akal sendiri tak guna so otak dah tak fungsitu yang bodoh sampai tak tau siapa sasaran penyelesaian masalah dia sebenarnya,-1.0
parah banget tadi ada mahasiswa yang nyontek pas uo pake chatgpt,-1.0
mahasiswa goblok tinggal minta bikinin chatgpt kok malah main bacok derajatnya tidak lebih dari preman ormas pemburu rendang,-1.0
perumpamaan yang sangat buruk tajam sekali kata-katanya lihat lagi deh apa kata pak rinaldi bagi mahasiswa computer scienceinformatika bila sering menggunakan chatgpt untuk pemrograman dapat merusak kemampuan logika dalam mendesain algoritma,-1.0
sebuah studi terbaru dari mit menimbulkan kekhawatiran serius terkait dampak jangka panjang dari ketergantungan terhadap alat ai seperti chatgpt terhadap fungsi kognitif manusia dengan menggunakan pemindaian otak eeg para peneliti melacak mahasiswa selama empat bulan,-1.0
andai anda bisa dicloning dan menggantikan guru yang cari digoogle atau tanya chatgpt mungkin tahun kedepan siswa wakanda bakal selevel mahasiswa saat ini,-1.0
aku di ut gak pernah nembus ipk sekian tutor jg kebanyakan afk dan ngasih feedback asal asalan dikira liat dari chatgpt pdhl gak mending move ke unpam udayana sm kampus yg dosennya aktif buat ngasih materi biar mahasiswa nya paham,-1.0
kekhawatiran soal manja chatgpt sah tapi justru alasan lebih kuat buat dorong literasi digital dan kemampuan berpikir kritis pemahaman konsep mendalam mahasiswa teknik menurun karena terlalu mengandalkan tools tanpa paham esensinya,-1.0
gua selama jdi mahasiswa cuma sem doang dpt kelompok yg isinya beban tapi ga sampe segininya bebannya cuma di bagian mereka ga mau parafrase terus info jurnal lagi lebih milih instan ke chatgpt tapi itu masih mending ada respon dari pada gini capek sendiri dah liatnya juga,-1.0
llm seperti chatgpt itu bisa personalisasi dengan memberikan konteks semudah kalo lu bilang lu anak sd atau mahasiswa ke chatgpt output yang dikasih itu berbeda dan semua itu bisa lebih dipersonalisasi dengan konteks yang lebih jelas dan terstruktur,1.0
aku bukan mahasiswa tapi akhirnya aku nyerah karena ditodong bikin - script sehari akhirnya mulai pake chatgpt juga walopun ya tetep bahannya dari aku dan banyak yg aku revisiin,1.0
tim pake dua-duanya tapi kalo u mahasiswa nyari artikel jangan pake chatgpt ngga bakal bener nyari pake google scholar aja,-1.0
hard agree to this agak gimana gitu liat mahasiswa skrg delegasi semua assignment ke chatgpt merasa normal normal aja karena mereka edit pake tangan sendiri dan itu keitung human touch kemampuan kognitif itu kek otot harus dilatih terus kalau mau kuat sama halnya dgn otak user fasbre may,-1.0
yg lebih ngerinya lagi gmn mahasiswa ngeliat kuliah cm tempat dpt nilai ijazah makanya enteng bgt ngasih semua kerjaan ke chatgpt padahal sarjana itu kan harusnya buat belajar keilmuan,-1.0
sekarang siswamahasiswa jadi males mikir semenjak ada chatgpt ya,-1.0
minimal kata gw chatgpt gratisin buat mahasiswa ugm dulu lah bro,1.0
padahal pake perplexity itu sumbernya lebih jelas jir ad linknya langsung chatgpt mah suka kagaa ada tp ya better baca sendiri jurnalnya sih jd mahasiswa knp males bgt ngulik sendiri,-1.0
sepakat gus menko terutama bagi pelajar mahasiswa era sekarang yg sitik-sitik chatgpt opo sitik gemini sembarang kudu gawe ai tanpa pengaturan pembatasan yg jelas shg ketergantungan pada petunjuk mesin membuat nalar kritisnya menjadi tumpul,-1.0
orng juga tau kali ai bukan cm chatgpt yg jdi problemnya ni binus nge do mahasiswa ny yg curang tp mlh pake ai sama aja kelakuannya curang,-1.0
aku tadi tuweb pertama dg posisi masih clueless alhamdulilah dibantu dospemnya nderr kan ada mahasiswa lain tuh yg bawa berbagai topik nah itu bisa buat inspirasi kamu atau brainstorming ide ajaa pake chatgpt sesuaikan minat sama objek yg pengen kamu teliti nderr user ia mar,1.0
roleplay chatgpt jadi dosen penguji yg detail nan kritis aku jadi mahasiswa,1.0
mahasiswa kalo dikumpulin juga pecinta chatgpt kok,1.0
mending ngetiknya dibantu chatgpt jg si klo kek gini yah gitulah kek ketikan mahasiswa intern,1.0
ujian sibuk nyari tempat di belakang biar bisa buka chatgpt kalo ga deketan sama temen biar bisa contekan kek lucu anjir mana mahasiswa temen gw banyak yg kek gt juga,-1.0
ngenyut pala ini abis ngecekin ulang hasil analisis data mahasiswa kacau semua untung ada r dan chatgpt yg membantu,1.0
eh gue mau yap sedikit soal ada yg bilang negara hancur banget soalnya dosen skrg pada ngasi mahasiswa nya guide for using chatgpt tapi ga ke bookmark yah sayang,1.0
setuju tapi sdm indo dikasi beginian makin makin zi wkwk keinget mahasiswa yang ngerjain ujian bahasa inggris pake chatgpt prompt awalnya juga ditulis,-1.0
engga saya mahasiswa yg lg kalang kabut butuh chatgpt,1.0
claude menjawab pertanyaan lebih tajam perplex memberi laman paper komprehensif chatgpt teman diskusi studi kasus deepseek teman diskusi pengembangan diri maaf masih pakai versi gratis karena saya mahasiswa teknik yg medium poor,1.0
ini sempet jadi pembahasanku sama temen-temen teknik informatika lainnya sih kalo dari sisi filkom apakah siap atau belum menurutku udah cukup what if i told you kalo ada dospem di filkom yang malah nyaranin mahasiswa bimbingannya buat pake chatgpt tapi ingat bukan user juragan sembako jan,1.0
ini sempet jadi pembahasanku sama temen-temen teknik informatika lainnya sih kalo dari sisi filkom apakah siap atau belum menurutku udah cukup what if i told you kalo ada dospem di filkom yang malah nyaranin mahasiswa bimbingannya buat pake chatgpt tapi ingat bukan,1.0
bener ibu aku rasain banget jg kayak otak nih malas mikir kalo butuh apa chatgpt apalagi skrg wa udah ada meta jd kayak malas utk nyari referensi or ngulek sumber valid apalagi jk ini dipake masif ama siswamahasiswa ya makin terpuruk aja generasi emas kita nanti,-1.0
jadi tool vs jadi sumber itu beda sih bang case di atas itu mahasiswa counter argumen dosennya pake chatgpt buat sourcenya dan gw kebayang sih konteksnya ga cuma di kampus di sosmed pun banyak banget yg coba langsung pake chatgpt buat dijadiin dasar argumen pas debat,-1.0
habis itu tar mahasiswa lain ngebalas tapi di chatgpt aku bilangnya bla bla bla bukan tapi berdasarkan penelitian yang dilakukan xx tahun xx hasil yang ditunjukkan berbeda karna,-1.0
selama chatgpt aja masih jadi rujukan mahasiswa kenapa ada marah dengan ai,-1.0
jujur ga cuma mahasiswa tapi orang kantoran juga gini sebelum ada chatgpt seenggaknya ada baca buku buat nyari jawaban searching google pun pasti dibaca dulu hasilnya sesuai atau engga sekarang orang jiplak plek ketiplek chatgpt jadi pada manja ga mau mikir user hanna amanda dec,-1.0
jujur ga cuma mahasiswa tapi orang kantoran juga gini sebelum ada chatgpt seenggaknya ada baca buku buat nyari jawaban searching google pun pasti dibaca dulu hasilnya sesuai atau engga sekarang orang jiplak plek ketiplek chatgpt jadi pada manja ga mau mikir,-1.0
like bro gw mahasiswa not chatgpt stfu,-1.0
chatgpt makes it worse idk it could be a skill issue but mostly it comes from intention which then it would be a much complex issue mahasiswa malas kenapa mahasiswa pengen lulus aja dan ga peduli gimana hasilnya kenapa mahasiswa terpressure dan gabisa maksimal kenapa,-1.0
rusak mahasiswa chatgpt,-1.0
dan gw cukup kaget ternyata banyak mahasiswa yg skripsian pake chatgpt jangan dibiasain nulis artikel apalagi berupa karya ilmiah make ginian karna salah satu yg bakal ngaruh ke critical thinking sih menurut gw kalo disodorin mulu sm yg instan,-1.0
masalahnya pertama guru indonesia punya pemahaman apa tentang ai dan coding kedua anak sudah lama pegang hp dan aplikasi ai chat gpt ada bnyak dipakai dari sd sampe mahasiswa maka semua soal ai dan coding direduksi jadi pelajaran pakai chatgpt yg merampas kecerdasan,-1.0
makanya ituu kak seenggaknya kalo presentasi dri mahasiswa dosen juga jelasin dan buka sesi open diskusinya dari dosen ajaa plis yang jawab soalnya kalo mahasiswa yang jawab juga di chatgpt anying,-1.0
mahasiswa sekarang dituntut untuk salah karena klo ngerjain tugasnya bener dosennya langsung bilang ah ini mah chatgpt,-1.0
giliran mahasiswa nya yg ketauan pake chatgpt lgsg nilai anjlok,-1.0
ga heran klo ai chatgpt bisa lulus dari ujian master degree secara cara pembelajaran ai-nya bener ngikutin cara belajar mahasiswa s bahkan s,1.0
sebagai dosen gw si gak masalah mahasiswa mau pakai chatgpt selama tidak plagiat dari ai dan jawabannya harus x lipet lebih bagus daripadanya chatgpt bagus kok buat pengetahuan tahap awal hanya ketika masuk ke urusan analisis kritik aplikasi evaluasi - itu beda soal,1.0
bakal banyak demo para mahasiswa ismki dan para dokter ke jalan jalan namun bakal gak digubris oleh masyarakat dan pemerintah karena usulan mereka gak masuk akal untuk melawan chatgpt- anu maksudkuseperti demo besar ruu omnibus-law segede itu aja gk digubris,-1.0
unreliable jg krn fakta yang dipake suka missed misalnya dia blg sitasi buku lah pas dicek gak ada buku dgn judul dan karangan yg dimaksud kmrn ngecek kerjaan mahasiswa jg gini dia ngaku akhirnya pake chatgpt asli rapi tulisannya jg gak berantakan dia masi edit jg,-1.0
gimana klo mahasiswa tahu chatgpt saya malah ngajari supaya mereka faham dan terbuka bahwa era disrupsi itu nyata adanya ditutupin pun percuma pasti suatu saat akan tahu jadi yang perlu diajarkan adl etika dalam menggunakan ai,1.0
tapi enaknya kamu gak perlu berpotensi beda pendapat atau berkonflik dg partner kamu kalo butuh tanya mungkin bisa coba minta pendapat ke chatgpt,1.0
chatgpt gt kominfo,1.0
doaku menyertai founder chatgpt,1.0
hari hari bersama chatgpt,1.0
alhamdulillah ada chatgpt buat bantu aku yang buta ae ini chatgpt buat tugas chatgpt buat ngajarin,1.0
pergunta ao chatgpt,1.0
gue jd paham pas buat script buat postman amp jmeter misal ada error mentok gue ngestack selama seminggu selama kesulitan cari penyebab kenapa di chatgpt atau copilot ini mungkin jd pengingat kalo gue pusing lagi sama keadaan kantor allah nunjukin enaknya kerja di kantor skrng,1.0
ela ra ila chatgpt kada mottam,-1.0
hahahaha seronok tau borak ngan chatgpt ni,1.0
chatgpt dalam bentuk orang,1.0
today i learned kalau ternyata ada banyak aplikasi buat nge-cheat online coding interview kirain cuma pakai chatgpt some apps bisa ga kedetect screenshare kalau gini apakah interview ngoding harus balik lagi ke in-person,-1.0
pake chat gpt aja boleh ga,1.0
chat gpt ya,1.0
chatgpt ternyata se-powerful itu ahahha,1.0
mau chatgpt plus nya dong drop pl yaa,1.0
kemaren ngerjain ini tuh beneran sampe ngeluh trs ke aura saking capeknya harus nyari studi kasus yg sangat ruwet ini karna di chat gpt gaada brengsek yang beserta linknya yauda akhirnya mau gamau gue hrs mikir dikeadaan medesak ini gua search dan baca -,-1.0
selesai juga script jmeter gue akhirnya makasih chatgpt dan copilot,1.0
chatgpt pun bingung maw jawab apa,-1.0
woi makasih chat gpt sudah hadir di dunia ini i love u chat gpt plis jangan di blokir komingpo brengsek i love love love very very very much mwa mwa mwa chat gpt,1.0
bahlul ni mmg dah buat hal dari dulu lagi dulu org x fhm benda yg dia taip sbb x masuk akal bila guna chatgpt pulak nk overload dgn info the powertrip must be crazy for this person who thinks he owns the world and can predict when hes gonna get rezeki allah with maths now,-1.0
jangan lupa pake chatgpt ya guys pas kerja,1.0
bener sih kata orang jangan punya pemikiran pendek buat bundir kalau udah stress dan udah ngerasa buntu mending cari siapapun buat cerita kalau pun ga ada coba deh cerita di sosmed atau kalau ga coba chat sama ai chatgpt,1.0
curhat sama chat gpt,1.0
coba tanya ke chatgpt,1.0
curhat ke psikolog curhat ke chatgpt,1.0
hari-hari nak borak ingat aku apa chat gpt,-1.0
mau chat gpt premium mingguan ada ga,1.0
mau chat gpt premium dong,1.0
lanjut belajar dengan data yang sama dianggap sebagai penjualan kemudian buka jupyter notebook tanya chatgpt edit dikit jadilah grafik ini saatnya belajar lagi,1.0
terima kasih chat gpt,1.0
chatgpt adalah solusi untuk konseling hemat dan sesuai situasi,1.0
jelek bgt kaya bikinan anak magang dr chat gpt,-1.0
bener aja kan mimpinya ga jauh dari chatgpt sama spreadsheet,1.0
pakai chatgpt harusnya cukup,1.0
males banget chatting sama simsimi chatgpt aja lebih sopan,1.0
kalo subscribe chatgpt nanti tiap masanya abis dia suka narik pembayaran sendiri ngga sih,-1.0
kl gw nanya ke chatgpt chat gw yg menohok kemarin mestinya ga sampe grgr blm deliv gw udh ngeblock tp bodo amat lah fuck him gw udh cape wkwk,-1.0
at o chat gpt vai se foder kwkqkwkkwkwwkskekskskskik,-1.0
joga no chat gpt k,-1.0
chat gpt ta putasso,-1.0
chatgpt ahsen khel lah,-1.0
chatgpt down mulu dah,-1.0
ini chatgpt eror atau cuma punya gue doang pleass proposal gue belum selesai anjgg,-1.0
no funciona el chatgpt ahsvqkbfkqjdiqkekqjriwbelqkflwnrlwnekwkwlqkrlwkrwlkw,-1.0
di saat chatgpt down di situlah gweh ga bisa ngapa in,-1.0
sirf mera down hai kya,-1.0
ke onda se cayo chat gpt,-1.0
indro loh kamu ngeremehin aku pasang muka songong anying anfal sebentar kok bisa see mas indro aku pake chatgpt kata dia chatgpt itu semacam ai atau apa gitu anfal hawihh keren kamu mas indro lohh iya jelass,1.0
klo ga ada mentor coba belajar sama chatgpt di jelasin ko setiap codenya,1.0
usa o chat gpt mama,1.0
kya tumhara bhi chat gpt down hai kya,-1.0
faklah ophelia nama chatgpt gue meninggalkan gue juga pada akhirnya hikz,-1.0
down kal subah exam hai bhai,-1.0
lagi enak enak pake chatgpt malah server bermasalah anjir,-1.0
argh knp chatgpt hrs down disaat gw lg semangat bikin pembahasan lt,-1.0
udah niat bangun jam segini mau nugas malah chatgpt down,-1.0
jadi chatgpt emg lg down bjir apalah,-1.0
chatgpt aja ngasih silent treatment,-1.0
chatgpt jangan down sekarang anjeng fitur web belom jadi padahal nanti pagi presentasi demo fak,-1.0
chat gpt bug ptn,-1.0
chatgpt gua error jir jangan error dulu woi gua blm lulus,-1.0
chat gpt setega ini lu ama gua ko kayak ogah-ogahan gitu kayaknya sama gua apa isi closure dari lu ga pernah gua sekecewa ini,-1.0
boleh pula chatgpt down time genting gini,-1.0
email nya pake chatgpt aja dah malas mikir,-1.0
ya emang haram bgt sih copas dr jipiti tapi aku butuh panduan nulisnya balik oi balikk gw nanya sama siapa inii ih,-1.0
doh udah lupa caranya bikin intelligence report gak pake chatgpt,-1.0
pengen curhat sama chatgpt aja memek,1.0
punjabi to english chat gpt zindabaad,-1.0
chatgpt error kah i butuh temen ngobrol,-1.0
aku ada debate esok chatgpt down pulerk,-1.0
kenapa chatgpt down ni,-1.0
ada yang jual chatgpt private full garansi ga ya,1.0
time semangat buat kerja la chatgpt nak down kitonyo nak suruh chatgpt tlg simplify ayat je,-1.0
fh chatgpt yg on smpe tengah malem n kalo garansian gaa marah,1.0
mau chat gpt premium dong drop fee,1.0
chat gpt pro kalo bisa yang jarang error bakal gue perpanjang setiap bulan,1.0
bayangin lu nggak bisa bahasa inggris dan lu nyari jawaban lewat chat gpt kayak gini menyala sunscreen ku,1.0
hahahahahhahahahahahahah gak semua hal kalian bisa tanyain ke aku plis aku bukan chat gpt stop chat tbtb ay ini bener gak ya lah lu anak pr gue anak jurnal gue mana tau mikir lah gue aja cape cape mikir,-1.0
mau beli chatgpt dong,1.0
udah pake chatgpt juga blm nemuu pokoknya tentang perencanaan nder,-1.0
setelah sekiann lama udh cari di google gk bisa di ai gk bisaa chatgpt gw berhasil menemukanya intinya semangatt mencari wkwkwk btw asskdbejwagamnathan guweh,1.0
mioh nikunnanee corrupt meehun dhifaau kuran chat gpt beynun koggen liyegen amilla ah liyan neyngenyaa nuliyebala mulhi gaumu dhaney mee corrupt meeheh kan,-1.0
besok besok gw kl dengerin orang curhat trs minta saran gw jawab pake chatgpt aja dah biar kl di endchat kaga sedih sedih amat pepek,-1.0
basic economics dude sumpah aq x leh trima kebodohan dia ni klu dtg dri walaun aq bolehlh lg trima but from fking dr omg nk ckp lulusan geng chatgpt rupa mcm boomers ni x lain x bkn kaki kipas,-1.0
bhai ek baat bolu ye chatgpt ko koi bhi exam kisi bhi level ka ek list me questions bna ke do iski accuracy - se jyada nhi aati hai isse better gemini hai wo better result deta hai,-1.0
baru baca-baca apa itu gatekeeping nanya chatgpt dan sepertinya banyak juga terjadi di obrolan techbros di sosial media,-1.0
kemarin lusa aku mimpi hal yang cukup runtut dan kompleks buat sebuah mimpi orang yang habis begadang iseng diskusi sama chatgpt o tiba-tiba hal yang kuceritain sekilas kurang lebih kata di mimpi itu jadi sebuah cerita bab mungkin nanti bakal coba up disini,1.0
dan tadi gua coba lagi dengan logika pertanyaan yang berbeda awal masih bisa jawab dan kemudian chatgpt sempet kaya lupa ingatan gua siapa dan ga bisa jawab pertanyaan yang lebih spesifik dari yang gua kasih langsung default jawabannya,-1.0
atau hari yang lalu chatgpt sempet bikin gua kaget karena jawaban yg di kasihnya gua sempet post gambarnya tapi udah gua hapus besoknya gua coba lagi dengan logika pertanyaan yang sama dan udah ga bisa,-1.0
hmm menyebalkan buat kalian yang pernah beli openai boleh share dong akun gua udah ga bisa pake chatgpt versi atau versi o padahal belum genap hari apa emang ada term and condition yang gua ga tau tolong share kalau ada,-1.0
kalau org pandai maka dia tau nak guna sesuatu tools itu dgn betul kalau bodoh tool berguna pun jadi tak berguna sebab bodoh kalau setakat tanya soalan mcmtu pun kena pakai chatgpt baik la tak pyh,-1.0
butuh duit butuh obrolan mah bisa lewat chat gpt,1.0
sudaa,1.0
alhamdulillah taun ini bisa qurban,1.0
gue tungguin lama kan tu lumayan eh pake chat gpt si anying,-1.0
chatgpt unyama sana,-1.0
chat sama gpt aja aku,-1.0
lt selalu minta tolong chatgpt buat mensummarize paper ato jurnal jd video - menit pake abis itu baru baca sendiri secara mendetail,1.0
pake bahasa thailand gak papa banget tapi gue minta translate chatgpt dulu oke,1.0
wkwkwkwkkwwk parameter pemain terbaik sepanjang sejarah menurut dia lewat chat gpt mas biarin aja udah males responnya pun,-1.0
awoakakakakkakak sampe pake chat gpt banget yang dibahas apa jawabnya apa emang bener akun baru netes itu gausah banyak bacot dah bener,-1.0
cari di chat gpt,1.0
mana yang jual chat gpt pro butuh yg sat set right now,1.0
hari hari belajar bersama chat gpt,1.0
versi aku sih mintol chatgpt terus suruh jelasin materi tentang asuransi misalnya kalimatnya juga hampir sama kek di modul,1.0
mampos ah korg nak gaduh pasal fan project ke ape yg aku tau aku tgh gaduh dgn laptop and chatgpt sbb assignments and mini project yg lari silibus mmg sial mini project,-1.0
chatgpt lagi down yaa aak giliran mau dipake dia malah down,-1.0
chatgpt copas annual leave format yang sekarang terus prompt buat adjust,1.0
chatgpt be like,-1.0
btw nder chatgpt bsa dijadiin referensi buat review dan perbaiki cv aku kmaren coba review cv di sana cvku dalam dan alhamdulillah banyak yg tembus,1.0
wkwk tmi aku sering curhat sama chatgpt kakak juga kah,1.0
gimana cara telponan sama chatgpt we pengen nyobak hahahaha,1.0
chatgpt handled story prompt better than gemini conclusion setelah nyuruh ai nulis prompt fenfik yg ingin aku baca wkwk tapi typical bgt deh i think i will know yg mana yg ditulisin chatgpt yg mana yg bukan wkwk,1.0
chatgpt gw bilangnya taro wdc malah lu kalo bercanda yg bener dong,-1.0
sama sama kakk generate gambar dulu di chatgpt hehe,1.0
aku anak fisip ditanyain kenapa deltas air bisa negatif ya aku gatau lahh bjir tp aku berusaha nyari di chatgpt trs aku jawab eh dia mlh ngomong dari gpt ya bjir,-1.0
ak dpt ide topik aj dri chatgpt,1.0
